,test_values,,for_notes,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,cashe,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
47788,,,,City Hotel,1.0,21.0,2016.0,March,,10.0,4.0,0.0,1.0,2.0,0.0,0.0,HB,SVN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,129.0,0.0,0.0,Canceled,2016-02-26
47789,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47790,,,,City Hotel,1.0,21.0,2016.0,March,,10.0,4.0,0.0,1.0,1.0,0.0,0.0,BB,SVN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,85.0,0.0,0.0,Canceled,2016-02-26
47791,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47792,,,,City Hotel,1.0,21.0,2016.0,March,,10.0,4.0,0.0,1.0,2.0,0.0,0.0,HB,SVN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,129.0,0.0,0.0,Canceled,2016-02-26
47793,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47794,,,,City Hotel,1.0,46.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,67.5,0.0,0.0,Canceled,2016-01-24
47795,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47796,,,,City Hotel,0.0,61.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,0.0,0.0,SC,HUN,Online TA,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,9.0,,0.0,Transient,89.5,0.0,0.0,Check-Out,2016-03-06
47797,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47798,,,,City Hotel,0.0,58.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,0.0,0.0,BB,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,80.3,0.0,0.0,Check-Out,2016-03-06
47799,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47800,,,,City Hotel,1.0,71.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,0.0,0.0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,78.3,0.0,1.0,Canceled,2016-01-20
47801,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47802,,,,City Hotel,1.0,15.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,1.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,114.0,0.0,1.0,Canceled,2016-02-18
47803,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47804,,,,City Hotel,1.0,46.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,67.5,0.0,0.0,Canceled,2016-01-24
47805,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47806,,,,City Hotel,1.0,46.0,2016.0,March,,10.0,4.0,0.0,2.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,67.5,0.0,0.0,Canceled,2016-01-24
47807,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47808,,,,City Hotel,1.0,14.0,2016.0,March,,10.0,4.0,1.0,2.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,97.67,0.0,1.0,Canceled,2016-02-29
47809,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47810,,,,City Hotel,1.0,61.0,2016.0,March,,10.0,4.0,1.0,2.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,78.3,0.0,0.0,Canceled,2016-01-03
47811,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47812,,,,City Hotel,1.0,19.0,2016.0,March,,10.0,4.0,1.0,2.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,74.64,0.0,0.0,Canceled,2016-03-04
47813,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47814,,,,City Hotel,0.0,62.0,2016.0,March,,10.0,4.0,1.0,2.0,2.0,0.0,0.0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,69.5,0.0,1.0,Check-Out,2016-03-07
47815,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47816,,,,City Hotel,0.0,62.0,2016.0,March,,10.0,4.0,2.0,2.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,58.94,0.0,1.0,Check-Out,2016-03-08
47817,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47818,,,,City Hotel,1.0,8.0,2016.0,March,,10.0,4.0,2.0,2.0,2.0,0.0,0.0,BB,CHN,Online TA,TA/TO,0.0,0.0,0.0,B,B,1.0,No Deposit,9.0,,0.0,Transient-Party,85.96,0.0,1.0,Canceled,2016-03-01
47819,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47820,,,,City Hotel,1.0,14.0,2016.0,March,,10.0,4.0,2.0,7.0,2.0,0.0,0.0,HB,CHN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,132.33,0.0,0.0,Canceled,2016-02-25
47821,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47822,,,,City Hotel,1.0,38.0,2016.0,March,,10.0,4.0,2.0,4.0,2.0,0.0,0.0,SC,BRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,73.1,0.0,0.0,Canceled,2016-03-04
47823,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47824,,,,City Hotel,1.0,21.0,2016.0,March,,10.0,4.0,0.0,1.0,2.0,0.0,0.0,HB,SVN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,129.0,0.0,0.0,Canceled,2016-02-26
47825,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47826,,,,City Hotel,1.0,52.0,2016.0,March,,10.0,5.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,78.3,0.0,0.0,Canceled,2016-01-16
47827,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47828,,,,City Hotel,1.0,16.0,2016.0,March,,10.0,5.0,1.0,1.0,2.0,0.0,0.0,SC,ZAF,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,84.0,0.0,0.0,Canceled,2016-03-01
47829,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47830,,,,City Hotel,0.0,67.0,2016.0,March,,10.0,5.0,1.0,1.0,1.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,57.83,0.0,1.0,Check-Out,2016-03-07
47831,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47832,,,,City Hotel,0.0,80.0,2016.0,March,,10.0,5.0,1.0,1.0,2.0,0.0,0.0,SC,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,53.97,0.0,1.0,Check-Out,2016-03-07
47833,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47834,,,,City Hotel,1.0,48.0,2016.0,March,,10.0,5.0,2.0,1.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,67.5,0.0,0.0,Canceled,2016-01-17
47835,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47836,,,,City Hotel,1.0,63.0,2016.0,March,,10.0,5.0,2.0,1.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,87.3,0.0,0.0,Canceled,2016-01-13
47837,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47838,,,,City Hotel,0.0,63.0,2016.0,March,,10.0,5.0,2.0,1.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,B,0.0,No Deposit,9.0,,0.0,Transient-Party,80.3,0.0,0.0,Check-Out,2016-03-08
47839,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47840,,,,City Hotel,1.0,42.0,2016.0,March,,10.0,5.0,2.0,1.0,3.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,118.0,,0.0,Transient-Party,106.2,0.0,0.0,Canceled,2016-02-02
47841,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47842,,,,City Hotel,1.0,50.0,2016.0,March,,10.0,5.0,2.0,2.0,2.0,0.0,0.0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,B,B,0.0,No Deposit,9.0,,0.0,Transient-Party,67.66,0.0,0.0,Canceled,2016-03-04
47843,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47844,,,,City Hotel,0.0,64.0,2016.0,March,,10.0,5.0,2.0,2.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,71.6,0.0,0.0,Check-Out,2016-03-09
47845,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47846,,,,City Hotel,1.0,31.0,2016.0,March,,10.0,5.0,2.0,3.0,3.0,0.0,0.0,BB,PAK,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,119.1,0.0,1.0,No-Show,2016-03-05
47847,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47848,,,,City Hotel,0.0,60.0,2016.0,March,,10.0,5.0,2.0,3.0,2.0,0.0,0.0,BB,CHE,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,84.45,0.0,0.0,Check-Out,2016-03-10
47849,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47850,,,,City Hotel,1.0,60.0,2016.0,March,,10.0,5.0,2.0,6.0,1.0,0.0,0.0,BB,PAK,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,63.75,0.0,0.0,Canceled,2016-02-08
47851,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47852,,,,City Hotel,1.0,10.0,2016.0,March,,11.0,6.0,1.0,0.0,1.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,79.0,0.0,0.0,Canceled,2016-03-03
47853,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47854,,,,City Hotel,1.0,20.0,2016.0,March,,11.0,6.0,2.0,1.0,1.0,0.0,0.0,BB,CHN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,85.0,0.0,0.0,Canceled,2016-02-15
47855,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47856,,,,City Hotel,1.0,20.0,2016.0,March,,11.0,6.0,2.0,1.0,1.0,0.0,0.0,BB,CHN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,85.0,0.0,0.0,Canceled,2016-02-15
47857,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47858,,,,City Hotel,0.0,77.0,2016.0,March,,11.0,6.0,2.0,2.0,2.0,0.0,0.0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,78.2,0.0,1.0,Check-Out,2016-03-10
47859,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47860,,,,City Hotel,0.0,90.0,2016.0,March,,11.0,6.0,2.0,3.0,1.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient-Party,74.95,0.0,0.0,Check-Out,2016-03-11
47861,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47862,,,,City Hotel,0.0,90.0,2016.0,March,,11.0,6.0,2.0,3.0,2.0,0.0,0.0,BB,ITA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,84.45,0.0,0.0,Check-Out,2016-03-11
47863,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47864,,,,City Hotel,1.0,60.0,2016.0,March,,11.0,6.0,2.0,5.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,82.95,0.0,0.0,Canceled,2016-01-07
47865,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47866,,,,City Hotel,1.0,21.0,2016.0,March,,11.0,7.0,1.0,0.0,2.0,0.0,0.0,BB,CHN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,91.0,0.0,0.0,Canceled,2016-02-15
47867,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47868,,,,City Hotel,0.0,83.0,2016.0,March,,11.0,7.0,1.0,1.0,1.0,0.0,0.0,SC,CHE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,11.0,,0.0,Transient,59.6,0.0,0.0,Check-Out,2016-03-09
47869,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47870,,,,City Hotel,1.0,5.0,2016.0,March,,11.0,7.0,1.0,2.0,2.0,0.0,0.0,SC,TUR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,89.0,0.0,1.0,Canceled,2016-03-04
47871,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47872,,,,City Hotel,1.0,80.0,2016.0,March,,11.0,7.0,1.0,2.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,78.3,0.0,1.0,Canceled,2015-12-19
47873,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47874,,,,City Hotel,1.0,49.0,2016.0,March,,11.0,7.0,1.0,2.0,2.0,0.0,0.0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,78.3,0.0,0.0,Canceled,2016-01-20
47875,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47876,,,,City Hotel,1.0,49.0,2016.0,March,,11.0,7.0,1.0,2.0,2.0,0.0,0.0,BB,IRL,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,87.3,0.0,0.0,Canceled,2016-01-20
47877,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47878,,,,City Hotel,0.0,92.0,2016.0,March,,11.0,7.0,1.0,2.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,80.3,0.0,1.0,Check-Out,2016-03-10
47879,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47880,,,,City Hotel,1.0,48.0,2016.0,March,,11.0,7.0,1.0,3.0,2.0,0.0,0.0,BB,POL,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,73.95,0.0,1.0,Canceled,2016-02-14
47881,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47882,,,,City Hotel,0.0,93.0,2016.0,March,,11.0,7.0,1.0,3.0,1.0,0.0,0.0,BB,CHE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,11.0,,0.0,Transient,54.24,0.0,0.0,Check-Out,2016-03-11
47883,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47884,,,,City Hotel,1.0,3.0,2016.0,March,,11.0,7.0,1.0,4.0,2.0,0.0,0.0,SC,GEO,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,90.6,0.0,0.0,Canceled,2016-03-04
47885,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47886,,,,City Hotel,1.0,62.0,2016.0,March,,11.0,7.0,1.0,4.0,2.0,0.0,0.0,SC,BEL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,72.75,0.0,0.0,Canceled,2016-02-16
47887,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47888,,,,City Hotel,1.0,7.0,2016.0,March,,11.0,7.0,1.0,5.0,2.0,1.0,0.0,HB,UKR,Online TA,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,9.0,,0.0,Transient,169.17,0.0,0.0,Canceled,2016-03-04
47889,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47890,,,,City Hotel,1.0,45.0,2016.0,March,,11.0,8.0,0.0,1.0,2.0,0.0,0.0,SC,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,67.5,0.0,0.0,Canceled,2016-01-24
47891,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47892,,,,City Hotel,1.0,0.0,2016.0,March,,11.0,8.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Corporate,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,,209.0,0.0,Transient-Party,75.0,0.0,0.0,Canceled,2016-03-08
47893,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47894,,,,City Hotel,1.0,17.0,2016.0,March,,11.0,8.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,98.0,0.0,0.0,Canceled,2016-02-29
47895,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47896,,,,City Hotel,1.0,38.0,2016.0,March,,11.0,8.0,0.0,4.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,81.9,0.0,1.0,Canceled,2016-02-01
47897,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47898,,,,City Hotel,1.0,16.0,2016.0,March,,11.0,8.0,0.0,4.0,2.0,0.0,0.0,SC,ITA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,83.5,0.0,0.0,Canceled,2016-02-22
47899,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47900,,,,City Hotel,1.0,63.0,2016.0,March,,11.0,8.0,0.0,4.0,1.0,0.0,0.0,BB,BRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,63.75,0.0,1.0,Canceled,2016-01-07
47901,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47902,,,,City Hotel,1.0,43.0,2016.0,March,,11.0,8.0,1.0,5.0,1.0,0.0,0.0,BB,CPV,Online TA,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,9.0,,0.0,Transient,68.47,0.0,0.0,Canceled,2016-02-12
47903,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47904,,,,City Hotel,1.0,36.0,2016.0,March,,11.0,8.0,2.0,5.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,71.1,0.0,0.0,Canceled,2016-02-02
